CYP46A1	CYP4F8	CYP2U1	CYP2R1	CYP4F22	CYP1A1	CYP1A2	CYP1B1	CYP2A6	CYP2A7	CYP3A7	CYP2A13	CYP2B6	CYP2B7P1	CYP2C19	CYP2C8	CYP2C9	CYP2C18	CYP2E1	CYP2J2	CYP3A4	CYP3A5	CYP4A11	CYP4B1	CYP7A1	CYP8B1	CYP11A1	CYP11B1	CYP11B2	CYP17A1	CYP19A1	CYP21A2	CYP24A1	CYP26A1	CYP27A1	CYP27B1	CYP51A1	CYP4Z2P	CYP4Z1	CYP4X1	CYP1B1-AS1	CYP4V2	CYP2S1	CYP27C1	CYP39A1	CYP2W1	CYP26B1	CYP20A1	CYP4F11	CYP3A43	CYP4F12	CYP4F2	CYP7B1
HCC78_LUNG	4.086834	3.602401	6.324975	8.543832	3.605799	5.08293	5.15165	6.673977	5.39919	3.893948	3.996809	5.67058	4.590086	11.00413	4.931553	3.442906	6.188004	5.070784	4.002845	6.467129	5.091456	4.610003	4.031639	3.775084	3.453737	3.930405	3.839039	3.613597	4.43115	3.9685	4.03194	5.292886	4.310146	4.291574	6.031438	6.399811	9.640887	3.911154	3.761267	3.669258	3.599206	7.329912	5.108169	3.891719	3.85396	3.763977	4.211638	7.280064	4.845789	3.991561	4.296316	4.375046	5.740054
YKG1_CENTRAL_NERVOUS_SYSTEM	4.232756	3.565979	7.052077	3.976451	3.641152	5.186418	4.859198	8.685884	5.212625	3.527242	3.97206	5.623179	4.357373	5.368582	4.580032	3.428525	4.675496	3.915516	3.916891	3.431232	4.706469	5.624257	4.788849	3.679073	3.593534	3.927776	3.694348	3.602659	4.513559	3.916359	4.145994	4.610793	6.572198	4.099414	6.490262	5.603088	9.695745	4.163879	3.726254	3.489379	3.569692	7.407372	4.28485	3.885104	5.741397	3.61261	3.972387	7.44357	3.959538	4.046565	4.348211	4.040394	3.599437
ESS1_ENDOMETRIUM	3.996248	3.70452	7.846853	4.503237	3.655763	5.691137	4.758572	9.030867	5.477843	3.571187	3.881441	5.653763	4.193931	5.558228	4.330616	3.441365	4.821348	3.928114	3.83487	4.099649	5.007383	4.571874	4.530198	3.864691	3.604744	3.930885	3.873502	3.67766	4.506261	3.981683	4.215782	5.40731	5.584561	4.677816	6.984607	6.153554	9.090076	3.607256	3.585947	4.744388	4.738541	4.458221	4.41234	3.946948	6.275089	3.674322	4.165719	8.056037	3.613318	3.991717	4.424195	4.321479	3.477477
U251MG_CENTRAL_NERVOUS_SYSTEM	7.908703	3.657605	8.08768	7.120272	3.85369	4.803227	4.997476	6.145238	5.183598	3.741593	3.80689	5.718073	4.005758	5.623954	3.92225	6.029992	4.710405	3.970794	4.759688	5.702407	4.832929	4.453404	4.336886	3.620812	3.58903	4.080693	3.710279	3.616246	4.634196	3.900573	5.604706	4.783259	3.417828	4.102985	7.608436	5.311811	9.575838	3.845401	3.556213	3.531279	3.806707	7.014114	3.806146	3.985418	5.413923	3.561453	4.297559	8.16282	3.610873	3.861302	4.30373	4.598332	3.422269
TE11_OESOPHAGUS	4.239787	3.574508	5.148525	7.211645	3.865136	8.004001	5.153755	7.874389	5.25526	3.57513	3.869058	6.024944	4.528977	5.286167	4.317749	3.78075	4.834225	3.945073	3.920958	4.126718	4.854331	4.457822	4.064173	4.846306	3.735529	4.088287	4.034494	3.71967	4.982286	3.865002	4.626749	4.810442	3.957993	4.533592	5.812136	6.158159	9.428896	4.190103	4.03414	3.553753	3.456237	4.615618	8.103072	6.007986	7.314306	3.908115	5.004173	7.244525	9.733092	4.022599	4.867775	6.758055	3.812365
KS1_CENTRAL_NERVOUS_SYSTEM	3.636911	3.667327	8.361325	8.88761	3.74575	4.811648	4.903651	5.84502	5.323007	3.71036	3.858912	5.787986	3.868053	5.354986	5.205535	3.644948	4.268486	3.908285	4.282251	4.15407	4.539707	4.498177	4.572518	3.735945	3.447958	3.943514	3.740778	3.647965	4.362314	4.195116	4.084194	4.643714	3.413968	4.316904	5.439139	6.365685	9.639131	3.871463	3.319602	3.506265	3.531807	6.747266	4.193528	4.164866	3.685275	3.982522	4.750383	4.87545	3.733199	4.010442	4.376549	4.557823	3.509072
HEC1A_ENDOMETRIUM	4.276275	3.817461	7.824103	8.537831	3.818397	6.630676	4.850333	4.57341	5.145803	3.803375	3.911049	5.578532	4.13328	5.366426	4.453304	3.504328	5.055884	5.291064	3.845876	4.100524	4.85845	6.757782	4.135571	3.770268	3.523647	3.897815	3.788144	3.653624	4.834676	4.100524	4.067986	4.673602	3.453106	4.264536	5.588669	6.379615	10.77263	4.034714	3.802559	3.316241	3.442398	7.920823	3.867975	3.818972	6.069066	3.742993	4.945648	5.917141	8.480578	4.246308	4.157436	4.868518	3.672878
TE1_OESOPHAGUS	4.183268	3.815927	7.121642	8.001966	3.707438	7.040181	5.06936	10.41168	5.104423	3.528617	3.632093	5.567296	4.458437	5.159165	4.47962	3.686099	4.538498	3.82447	3.827789	5.675445	4.862999	4.283873	5.721862	3.813443	3.61544	3.902214	4.621237	3.610713	4.584846	4.113366	3.941849	4.517936	5.155358	4.971611	5.555178	5.416068	9.206716	3.713559	3.382158	3.686266	3.754357	4.771533	5.503137	3.838085	3.948196	3.853809	4.858857	6.333592	4.930487	3.92287	4.307405	4.104439	4.75506
JHUEM2_ENDOMETRIUM	4.539456	3.616274	7.523611	7.756183	3.568395	4.876697	5.01869	4.951096	4.987611	3.77813	3.85331	5.718717	4.055585	5.302665	4.81593	3.699866	4.560123	4.036434	4.026387	3.804155	5.04792	4.444051	4.833441	3.775608	3.52612	4.078822	4.309608	3.567893	4.910466	4.187553	4.269229	4.977637	4.096139	5.101835	6.57598	6.523115	9.46704	3.966986	4.247454	3.630734	3.745118	4.475993	4.658392	4.214907	3.836632	3.955532	4.514852	7.555192	3.900721	3.885397	4.421435	4.128706	3.77813
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	4.221845	3.545983	6.160808	8.069667	3.645914	5.890408	4.82315	5.455357	5.342746	3.977567	3.708992	5.619041	4.229137	5.033192	4.237211	3.438311	4.480396	3.764289	3.836997	4.265048	4.955494	4.326551	5.124984	3.954465	3.804379	4.109358	3.909757	3.532846	4.390649	4.198978	4.308377	4.635423	4.201136	4.053502	5.799458	5.305495	8.833348	3.701868	3.602559	3.382384	3.518859	5.608421	3.994959	5.423641	3.783741	3.895573	4.590147	7.520637	3.613749	4.054688	4.288231	3.883411	3.816736
RERFLCAD1_LUNG	3.821638	3.630796	6.151542	8.622868	3.819949	7.262683	4.846925	5.715344	5.096983	3.433877	3.70771	5.636844	4.117435	7.449165	4.781823	3.611862	4.622883	3.939751	3.846987	6.682754	4.693126	4.254093	3.932398	3.816246	3.553814	3.97001	3.72283	3.635218	4.569356	3.77221	4.11537	5.027873	7.897664	4.104502	5.987414	5.983458	9.214601	3.950885	3.560226	4.496189	3.505144	6.819321	6.746059	3.675194	5.039556	3.78436	4.423287	7.513521	3.813993	3.868035	5.281858	4.649155	3.698132
TE5_OESOPHAGUS	4.180902	3.505312	6.942203	7.966139	3.951628	5.793447	4.896509	6.262084	5.470554	3.70831	4.359233	6.296613	4.103911	5.60183	4.575754	3.951174	5.206331	4.156451	4.866563	3.962535	5.345101	4.448343	4.499504	8.392597	3.599178	3.967104	3.922552	3.628333	5.34438	4.332854	4.260193	5.176294	3.521602	4.434703	5.827809	5.446766	10.50166	4.207606	3.784502	7.083374	3.913228	7.020892	7.806744	3.851632	5.270277	3.599178	4.362043	7.02356	3.998449	4.02786	5.756613	4.782709	4.000983
KELLY_AUTONOMIC_GANGLIA	4.29091	3.796781	6.176162	7.559353	3.678048	5.116716	4.799266	5.858095	5.447858	3.587301	5.216166	5.765293	4.443323	5.18461	4.840767	4.263622	4.86721	3.828979	4.263097	4.847093	5.09192	6.718625	4.884831	3.738448	3.575359	3.804704	4.125887	3.716699	4.589893	3.950786	4.148751	4.944864	3.678048	4.611123	5.676379	5.435476	10.46839	4.329413	3.396153	3.58339	3.614338	4.734244	3.995829	3.879322	3.87012	3.98656	4.344333	7.702254	3.59587	4.084787	4.441588	4.125449	3.702939
NCIH1155_LUNG	3.993835	3.337069	7.813414	7.759697	3.799291	5.106669	4.827508	6.161824	5.075908	3.361972	4.005616	5.612088	3.844477	5.480012	4.878643	3.508479	4.373089	3.773627	4.050083	5.323466	4.816441	4.182402	3.957194	3.718179	3.516412	3.912203	3.847437	3.599123	4.165743	3.81321	4.187642	4.799488	3.727465	4.883227	5.580767	5.529162	9.447584	3.78868	3.413805	3.569465	3.314657	5.842062	3.957472	3.853149	3.939593	3.347015	4.379297	7.71918	3.402556	3.913112	4.427794	4.1147	3.8198
TE15_OESOPHAGUS	4.112561	3.67776	6.344313	5.782466	3.567704	8.619308	5.007652	7.713711	5.547651	3.900013	4.122586	5.876809	4.060836	5.368135	4.605501	3.500399	4.629578	4.261522	3.819629	6.395082	5.082673	4.559012	3.916302	5.749419	3.548183	3.932353	3.649079	3.503181	5.025438	3.74146	4.306638	4.99178	9.321374	8.467658	5.628225	5.634923	8.670756	3.449225	3.619955	4.702089	3.580178	5.140271	6.705622	5.23647	6.175079	3.902557	5.058966	7.180896	7.336623	3.723294	5.73839	5.662956	5.462102
ABC1_LUNG	4.082893	3.72829	6.889408	8.21434	3.772391	7.47153	5.384504	11.34379	5.143268	4.032504	3.845359	5.47712	4.091799	5.28651	4.519486	3.578549	4.783153	4.007184	4.099294	6.08371	4.892973	4.397551	4.213554	4.380589	3.350223	4.153658	4.032885	3.806629	4.731767	4.268218	4.258342	5.064716	3.562605	4.235599	5.744534	5.288767	10.54561	3.893251	4.2238	5.108592	4.146679	5.754359	8.40974	3.7533	4.529663	4.114118	5.995438	6.841616	3.605055	3.949836	4.865793	4.456284	3.963693
X8MGBA_CENTRAL_NERVOUS_SYSTEM	3.852671	3.351491	7.12118	8.550048	3.596218	8.858262	4.945254	10.10491	5.145017	3.746162	3.857917	5.4625	3.796604	5.246472	4.396703	3.388471	4.692221	3.869251	4.065635	7.063704	4.823496	4.333676	4.131746	4.166851	3.440908	3.938029	4.266741	3.470853	4.770355	4.131746	4.179076	5.320031	3.276124	4.013536	6.770186	5.478133	9.438953	3.614188	3.789111	6.468854	4.020522	7.957801	4.059682	3.801869	5.842958	3.797481	4.465374	7.717672	3.946666	3.844417	4.181717	4.226317	3.569453
NCIH1703_LUNG	4.301185	3.712539	6.211286	7.029792	3.970505	5.048449	5.069933	5.091382	5.252052	3.549713	3.887927	5.773698	4.256366	5.458246	4.306459	3.680188	4.970862	4.179724	3.989751	4.804109	4.823711	4.757658	4.750624	3.63246	3.674029	3.947092	3.833302	3.612402	4.723124	4.275846	4.022298	5.335691	3.781095	4.986204	5.987996	6.587034	9.874166	3.823629	3.595925	3.475506	3.521374	4.550001	3.99585	3.765051	3.744629	4.011799	4.066335	7.572205	3.725982	3.9685	4.243678	4.664444	3.598881
AGS_STOMACH	4.033956	3.67012	6.239859	8.505361	3.868669	7.44784	5.237507	4.041934	5.613601	4.094125	5.197736	5.659632	4.179658	6.060552	4.512858	4.247284	4.599843	4.084389	3.991751	8.624812	5.064888	6.496986	4.143003	4.083287	3.708185	4.410543	3.988942	3.677282	4.536784	4.209189	4.163981	5.030513	3.514695	4.427876	5.969428	5.969628	9.678961	3.977258	3.799188	3.694291	3.70421	4.712928	8.892479	3.649003	3.871417	3.924913	4.355764	7.710674	3.537908	4.252498	4.507412	4.490007	3.595865
QGP1_PANCREAS	4.188787	3.780024	6.503938	10.02131	3.883381	6.090307	4.919047	4.580836	5.294088	3.51202	4.027945	5.51044	4.245387	5.379988	4.40821	3.539877	4.760769	3.81711	3.9403	6.540574	5.106562	6.615581	4.047626	3.748504	3.793062	3.961099	3.901283	3.644287	4.803045	3.899497	4.335254	4.918043	3.391223	4.450379	5.539995	7.603059	10.49792	4.276544	3.798372	3.424851	3.629311	6.584601	4.404719	3.48006	4.081721	3.751632	4.520276	8.281573	4.300716	3.929327	4.336218	4.469214	3.612763
DETROIT562_UPPER_AERODIGESTIVE_TRACT	4.196372	3.806042	6.595794	7.436454	3.965898	8.156056	5.204077	8.058881	5.703962	3.443781	3.676979	6.401407	4.655917	5.361973	4.498818	3.56929	4.282829	4.021469	4.029111	4.930233	4.663683	4.585441	4.043981	3.945864	4.134303	3.849641	3.793693	3.688779	4.677892	4.028596	4.469239	4.809111	11.84708	4.853503	5.74722	5.782805	10.1931	3.701811	3.68635	6.034811	3.542043	4.568195	7.087488	5.097913	4.167241	4.185391	4.767785	6.810279	3.798683	3.816065	4.236544	4.136658	3.996557
BT474_BREAST	4.3805	3.699033	6.015878	8.561066	3.839398	8.972371	5.394427	7.486299	5.49447	3.599705	3.809009	6.109469	4.123275	7.023523	4.360684	3.654905	4.763806	4.036506	4.162249	8.070843	5.024632	4.736682	4.677777	7.034833	3.644466	4.350143	3.919153	3.697499	5.004004	3.669397	4.218791	4.972723	3.678422	4.598469	5.691587	4.996902	10.48741	7.047955	4.7152	5.626392	3.786378	4.900991	5.046103	3.698677	3.866548	3.986131	4.165151	7.641181	3.684318	3.914358	5.318806	4.213784	3.526007
ACHN_KIDNEY	4.15071	3.627825	7.765806	7.306696	3.776174	5.691439	5.225599	8.77625	5.287907	3.655526	3.944553	5.94156	4.255752	5.389311	4.397199	3.380729	4.727581	3.868725	4.098886	6.267913	4.804282	7.830788	3.773582	3.741227	3.55193	4.023883	3.930104	3.664304	4.632867	4.293891	4.369862	4.748794	3.388084	4.463311	6.317459	4.932623	9.963966	4.240137	3.66118	3.450761	3.583858	6.652975	5.982595	3.625155	3.789172	3.891566	4.7837	7.828022	3.700691	4.069924	4.522463	4.337306	3.713563
LOVO_LARGE_INTESTINE	4.309246	3.771371	7.341106	8.556874	3.677631	6.238131	5.132493	7.522501	5.206534	3.263705	6.137746	5.860927	4.422741	5.442119	4.641215	3.653492	4.67523	4.016128	3.982472	9.959381	5.249445	7.507779	4.429822	3.654126	3.696329	4.070226	4.209556	3.599289	4.690173	3.738958	4.101626	4.475799	3.362885	7.687476	5.830308	6.018906	10.85712	4.07767	3.52062	4.928589	3.807798	6.449287	7.518381	3.789428	4.806057	4.098955	4.891468	7.519429	3.7272	4.141942	4.972814	4.014247	3.67289
NCIH1581_LUNG	5.062369	3.549784	7.069248	9.876834	4.001447	5.741771	4.819105	11.60863	5.427058	3.378924	3.755947	5.664135	4.208862	5.663475	4.56238	6.475948	4.439813	3.852231	4.581688	4.44169	4.863173	4.5127	4.276639	3.610662	3.684599	4.058874	4.446657	3.580291	4.342716	4.069973	3.96919	4.769002	3.521614	9.165752	5.391536	5.421819	10.0069	3.978546	3.966344	3.441081	5.266372	7.265441	4.157249	4.067434	3.88342	3.713025	5.185335	7.759518	3.600637	3.898846	4.383425	4.423791	3.707749
SCABER_URINARY_TRACT	4.169044	3.652704	5.680196	6.457866	3.853123	9.481402	5.585114	5.892781	5.809125	3.931749	3.778715	6.958603	4.334059	5.635134	4.821444	3.721408	4.726598	3.993421	4.009342	5.290384	5.770327	4.456173	4.570816	3.973729	3.525226	4.736061	3.558449	3.942361	5.784539	4.118322	4.253347	4.782847	8.212614	4.409669	6.053003	7.642076	9.49286	3.982647	4.061391	3.36713	3.740098	4.855574	6.770327	3.854779	3.998515	3.859732	5.153712	7.661366	6.173635	3.875447	5.79765	4.591747	4.072318
SKMEL30_SKIN	4.102866	3.582002	9.260481	7.830852	3.871318	7.761636	5.102082	4.277383	5.226852	4.740019	3.889855	5.97968	4.120087	5.704276	5.828682	3.549103	4.733429	3.738911	3.988263	3.929696	4.824091	4.57621	4.229464	3.699413	3.882545	4.286005	3.914742	3.648352	4.774872	3.909723	4.2827	4.74705	3.546666	4.460363	8.338884	5.738904	11.29267	4.139769	3.632573	3.489045	3.45808	7.781848	4.172904	3.788163	3.857026	3.797163	4.299752	8.078316	3.678136	3.940795	4.217585	4.493356	5.505136
OVKATE_OVARY	4.078543	3.706144	6.887505	7.840296	3.811953	7.098254	5.274343	10.19481	5.315738	3.478706	3.761224	5.707661	4.176186	5.686794	4.684411	3.803977	4.606507	3.901235	4.021083	5.748451	5.058019	4.421351	3.588951	4.075352	3.570267	4.117524	3.835404	3.583972	4.517512	4.10806	4.242374	5.1222	3.477978	4.891319	6.114284	5.575605	10.21194	3.811189	3.589047	6.196363	3.71436	6.423515	6.940949	3.73735	7.650191	3.625825	4.458885	8.070748	5.033671	4.031204	4.480845	5.016391	3.593348
X22RV1_PROSTATE	4.009234	5.595485	6.891576	8.43917	3.79255	5.96859	5.401722	5.021313	5.317237	3.799935	3.580999	5.828374	4.019247	5.135442	4.438298	7.588441	4.732565	4.049881	3.892042	4.409376	4.931661	4.293704	4.233756	3.713541	3.782441	3.947337	3.837102	3.67479	4.603853	3.708115	4.114217	4.574703	3.304904	4.080935	5.604601	6.729031	11.0193	3.821513	3.53045	3.841474	3.537547	6.077701	4.228793	3.795143	5.842937	3.588251	4.128269	7.902831	3.358294	3.885816	4.304258	4.122888	3.657258
C32_SKIN	3.827353	3.656845	6.744483	7.852937	3.779733	7.702211	5.442904	4.288933	5.34268	3.364884	3.658398	5.63763	4.306943	5.620778	5.017273	3.453238	4.701902	3.871629	4.375966	4.379035	5.013747	4.67241	4.305733	3.809377	3.873608	4.085107	3.729625	3.674019	4.354774	4.065933	4.513711	4.773264	3.622491	4.40513	8.797965	6.156923	10.98395	3.86547	3.576288	3.460545	3.458379	5.791688	4.135865	4.046905	4.218196	3.651604	4.883409	8.237601	3.564179	3.902645	4.576949	4.467426	3.925051
PANC0327_PANCREAS	3.867373	3.781398	7.129293	8.185706	3.684046	5.110967	5.293262	6.24555	5.337169	3.685061	3.653779	6.325806	4.36533	4.970039	4.767772	3.421236	4.761464	3.876761	6.91792	6.652975	4.991902	4.489181	4.400197	3.828624	3.544497	4.095171	3.952216	3.491199	5.115672	3.94185	4.177695	4.991614	4.22467	4.105164	6.086361	6.231401	10.39455	3.974001	4.107228	4.589018	3.603834	5.784101	8.40498	4.035411	4.163511	3.837714	4.218683	7.342556	5.636736	4.031605	5.013672	4.368856	4.033781
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	4.193729	3.63299	5.030654	8.686853	3.847245	6.028681	5.833701	4.183417	5.736264	4.142125	4.04358	6.286003	4.723693	5.683748	4.142125	3.410596	4.610066	4.378219	4.132787	4.298035	5.308543	4.615513	4.351546	3.97552	3.68701	4.131957	3.77811	3.826164	4.939556	4.109302	4.249706	5.17544	9.792922	4.821423	5.591619	7.627908	9.906877	3.826943	3.725345	3.405867	3.633111	4.736382	4.300508	3.798735	3.923594	3.588924	4.249835	7.32673	6.751527	3.773596	4.664252	4.539188	3.764706
DLD1_LARGE_INTESTINE	4.253464	3.93668	6.034053	7.99925	3.920027	5.132368	5.284571	7.582447	5.702337	3.648269	3.953452	5.973611	4.174979	5.9347	4.806037	3.548182	4.576653	4	3.973571	9.695832	4.888927	4.485556	6.02795	3.885665	4.01838	3.881424	3.784839	3.797343	4.58269	3.863451	3.928991	4.961477	4.329961	4.7595	5.783398	7.07646	9.813795	3.916309	3.758227	3.255126	3.545864	6.499262	6.920003	3.980863	5.328216	3.857224	5.366759	7.349938	3.811113	4.019716	4.331175	4.377822	3.792851
ES2_OVARY	4.384595	3.896512	6.59207	8.700173	3.491211	5.240037	5.199854	4.276896	5.674799	3.602696	3.674339	6.063514	4.291643	5.313099	4.652204	3.56635	4.408622	3.915948	3.958817	6.340048	4.950982	4.497283	5.210228	3.782398	3.618813	4.272779	4.157472	3.903223	5.099617	4.205532	4.225627	4.535998	4.121962	4.233982	5.793407	6.451029	8.298964	4.109739	3.589466	3.427975	3.585696	5.312142	4.005957	3.708551	4.014632	3.811466	4.270197	9.043703	3.821257	4.075689	4.475519	4.297337	3.64953
NCIH1395_LUNG	4.234435	3.95498	6.225846	10.10775	3.78379	8.215277	5.726402	11.24946	5.78422	3.965225	3.955521	6.349909	4.58148	5.3604	3.94076	3.697475	4.740767	4.02861	3.941787	4.737326	5.232791	5.591097	5.271441	3.93306	3.510929	4.393281	8.698468	3.673187	5.605817	4.380434	4.260944	5.162919	3.417486	4.195694	5.871474	9.686757	10.74217	3.543755	3.297146	3.846358	3.856271	5.441471	4.130764	3.786544	4.558622	4.063951	4.501274	6.57958	3.720465	4.056197	5.101111	4.452351	5.632045
NCIH1781_LUNG	4.106075	3.753928	5.815001	8.32327	3.638439	9.344533	5.713165	9.600376	5.491182	3.773855	3.656228	5.869641	4.036945	11.64758	4.550355	3.721572	4.543449	3.88059	6.012745	7.849907	4.84839	4.55312	3.766425	5.717338	3.337856	4.050918	3.843232	3.718212	4.518058	3.886564	4.010931	4.858751	3.391412	4.266197	5.604056	5.360393	10.54818	3.637322	3.73589	4.242422	3.94689	4.753315	4.697042	3.756389	4.29325	3.961231	4.423912	7.800144	3.749419	3.977596	4.572541	4.004331	5.095409
LS1034_LARGE_INTESTINE	3.860715	3.831206	5.233995	8.655829	3.74422	5.738071	5.055956	4.027699	5.611565	3.597267	4.088942	5.660438	6.681128	5.662946	4.680536	3.563634	5.219567	3.979816	4.312934	8.092027	5.123188	8.111193	4.293961	3.729086	3.762449	3.979831	3.909719	3.89237	4.895622	3.851127	4.216031	5.538336	9.316571	4.426794	6.224487	7.357036	10.14657	4.070162	3.764568	3.43004	3.539441	6.040713	7.953988	3.544812	7.402434	3.899853	4.486957	8.15456	4.138566	4.225582	4.723034	6.219624	3.687756
G402_SOFT_TISSUE	4.589118	3.71615	6.977144	8.690372	3.624875	5.267355	5.587317	6.235155	5.607808	3.858351	3.943056	6.099316	4.391241	5.712879	4.294432	3.571729	4.955829	4.025358	4.471925	3.923361	5.218028	4.494523	4.243282	3.890848	3.513485	4.298833	3.894226	3.82134	4.619116	3.929201	4.386892	5.38366	3.389662	9.821729	6.027294	6.037313	9.199294	3.814068	3.705798	3.363722	3.771	4.993852	4.290881	3.796099	3.914676	3.795456	9.518712	8.211257	3.858668	3.994458	4.542241	4.511383	3.787023
NCIH146_LUNG	4.221706	3.477889	7.335384	4.029786	3.731822	6.517865	5.361281	3.953913	5.375818	3.598743	3.799213	5.665892	4.211912	5.538851	4.187762	3.459404	4.743328	4.091565	5.284982	6.27437	4.73152	4.306422	3.59083	3.88673	3.579454	4.367414	4.386821	3.650693	4.740544	4.300831	4.144023	4.804706	3.233835	6.152469	5.64979	7.061319	9.76922	3.744952	3.854613	3.400534	3.575771	4.782861	4.296731	3.841842	3.805537	3.805157	4.909638	7.030512	3.508801	3.827895	4.45352	4.575359	6.968376
SW48_LARGE_INTESTINE	4.260065	3.764624	6.252105	9.152821	3.689502	6.022208	4.932218	3.901837	5.135134	3.599723	3.923884	5.786604	4.307481	5.071777	4.68767	3.671536	4.489547	3.844163	6.445765	4.515774	4.642326	4.684335	6.754602	3.709513	3.569733	4.116499	3.981953	3.724392	4.629432	3.885678	4.188749	4.921197	3.306887	4.515724	6.082591	7.032407	10.79561	4.210126	3.354151	3.514611	3.488602	7.973186	6.75429	3.66031	4.808054	3.842425	5.416725	6.498401	3.619971	4.048893	4.484253	4.881483	3.751313
CHP212_AUTONOMIC_GANGLIA	3.979713	3.833361	7.595317	6.705533	3.543344	6.787891	5.265702	4.436671	5.380916	3.648833	3.898211	5.635162	3.989559	5.506494	4.281502	3.622639	4.529674	3.879704	3.975883	4.235254	5.096165	4.636066	4.761823	3.767919	3.45429	3.918171	3.967634	3.654793	4.178906	4.054584	4.270719	4.918624	3.68646	4.365172	5.95068	5.976292	8.86467	3.761767	3.787528	3.478612	3.474141	4.212492	4.612543	6.467435	4.055777	3.818309	4.100986	7.688349	3.514225	3.919355	4.619741	4.803219	3.757227
LS180_LARGE_INTESTINE	4.250154	3.845968	6.451277	8.488817	3.624101	5.453952	5.101805	6.542836	5.297891	3.470354	4.008666	5.72358	4.560966	5.170438	4.341088	3.659553	4.572728	4.089554	4.053017	9.259466	4.963053	6.813681	4.607225	3.868437	3.612944	4.202861	3.376519	3.646723	4.315592	4.134286	4.111157	5.299778	3.522321	4.009668	6.081048	5.044247	9.919679	3.807897	3.86417	7.925489	3.607746	5.986916	8.77294	3.895435	7.423024	3.43259	4.117613	7.74845	6.646777	4.112822	6.262471	8.024073	3.626167
SW403_LARGE_INTESTINE	4.247542	3.786889	5.52369	8.756262	3.878968	5.819318	4.945751	5.956429	5.174668	3.586373	4.140394	5.911522	6.44396	5.584784	4.618171	3.666527	4.879401	4.528279	4.0788	9.201332	4.969574	7.50752	4.295361	3.956717	3.639267	3.97125	3.685647	3.493813	4.798799	4.201363	4.192133	5.293252	3.503554	4.099171	9.447836	6.492293	9.072865	4.319646	3.710837	3.308604	3.799832	7.207743	7.969725	3.738978	8.888885	4.151232	4.093296	7.795953	5.035022	4.193038	6.100532	6.12628	3.534434
NCIH747_LARGE_INTESTINE	4.139455	3.668291	6.614749	7.315355	4.117691	7.442331	5.444362	6.117355	5.547172	3.227866	3.951254	5.858163	4.45772	5.469745	4.114102	3.678429	4.982921	4.280364	4.049475	4.647895	4.85782	7.24409	4.584523	4.126017	3.595605	4.206755	3.673467	3.567972	4.743593	4.235764	3.923211	4.863236	10.99519	4.891263	6.414998	5.928905	9.29277	3.595374	3.968799	3.481557	3.687456	5.764986	6.255017	3.379222	3.733779	3.975754	4.34473	6.989809	3.987793	4.257827	5.106396	4.705214	3.683531
